"Município";"Quantidade_existente"
"320170 Conceição do Castelo";20
"320190 Domingos Martins";102
"320210 Ecoporanga";56
"320220 Fundão";71
"320230 Guaçuí";54
"320240 Guarapari";59
"320245 Ibatiba";50
"320260 Iconha";24
"320270 Itaguaçu";51
"320280 Itapemirim";83
"320290 Itarana";38
"320300 Iúna";66
"320305 Jaguaré";22
"320310 Jerônimo Monteiro";34
"320313 João Neiva";51
"320316 Laranja da Terra";23
"320320 Linhares";253
"320332 Marataízes";94
"320340 Mimoso do Sul";53
"320350 Montanha";35
"320360 Mucurici";19
"320370 Muniz Freire";35
"320380 Muqui";42
"320390 Nova Venécia";61
"320400 Pancas";15
"320405 Pedro Canário";36
"320410 Pinheiros";32
"320420 Piúma";88
"320435 Rio Bananal";26
"320450 Santa Leopoldina";25
"320455 Santa Maria de Jetibá";59
"320460 Santa Teresa";59
"320470 São Gabriel da Palha";142
"320480 São José do Calçado";76
"320490 São Mateus";298
"320500 Serra";594
"320503 Vargem Alta";30
"320506 Venda Nova do Imigrante";105
"320520 Vila Velha";1020
"320530 Vitória";1670
"330010 Angra dos Reis";318
"330015 Aperibé";35
"330020 Araruama";197
"330022 Areal";21
"330023 Armação dos Búzios";48
"330025 Arraial do Cabo";79
"330030 Barra do Piraí";260
"330040 Barra Mansa";313
"330045 Belford Roxo";403
"330050 Bom Jardim";65
"330060 Bom Jesus do Itabapoana";155
"330070 Cabo Frio";586
"330080 Cachoeiras de Macacu";68
"330090 Cambuci";44
"330100 Campos dos Goytacazes";1709
"330110 Cantagalo";83
"330093 Carapebus";20
"330120 Carmo";38
"330130 Casimiro de Abreu";64
"330140 Conceição de Macabu";21
"330150 Cordeiro";40
"330160 Duas Barras";30
"330170 Duque de Caxias";1101
"330180 Engenheiro Paulo de Frontin";29
"330185 Guapimirim";137
"330190 Itaboraí";332
"330200 Itaguaí";171
"330205 Italva";56
"330210 Itaocara";68
"330220 Itaperuna";383
"330225 Itatiaia";36
"330227 Japeri";20
"330230 Laje do Muriaé";30
"330240 Macaé";485
"330250 Magé";162
"330260 Mangaratiba";62
"330270 Maricá";258
"330280 Mendes";45
"330285 Mesquita";180
"330290 Miguel Pereira";66
"330300 Miracema";71
"330310 Natividade";49
"330320 Nilópolis";247
"330330 Niterói";2055
"330340 Nova Friburgo";678
"330350 Nova Iguaçu";915
"330360 Paracambi";97
"330370 Paraíba do Sul";123
"330380 Paraty";68
"330390 Petrópolis";1868
"330395 Pinheiral";33
"330400 Piraí";57
"330410 Porciúncula";1
"330411 Porto Real";45
"330412 Quatis";33
"330414 Queimados";119
"330415 Quissamã";84
"330420 Resende";342
"330430 Rio Bonito";118
"330440 Rio Claro";41
"330450 Rio das Flores";21
"330452 Rio das Ostras";113
"330455 Rio de Janeiro";16361
"330460 Santa Maria Madalena";23
"330470 Santo Antônio de Pádua";151
"330480 São Fidélis";111
"330475 São Francisco de Itabapoana";29
"330490 São Gonçalo";1488
"330500 São João da Barra";60
"330510 São João de Meriti";136
"330515 São José do Vale do Rio Preto";57
"330520 São Pedro da Aldeia";72
"330530 São Sebastião do Alto";48
"330540 Sapucaia";4
"330550 Saquarema";96
"330555 Seropédica";36
"330560 Silva Jardim";40
"330570 Sumidouro";25
"330575 Tanguá";214
"330580 Teresópolis";395
"330590 Trajano de Moraes";38
"330600 Três Rios";258
"330610 Valença";313
"330615 Varre-Sai";26
"330620 Vassouras";457
"330630 Volta Redonda";864
"350010 Adamantina";235
"350050 Águas de Lindóia";30
"350070 Agudos";55
"350100 Altinópolis";31
"350110 Alto Alegre";22
"350130 Álvares Machado";20
"350160 Americana";508
"350170 Américo Brasiliense";193
"350190 Amparo";392
"350210 Andradina";102
"350220 Angatuba";57
"350250 Aparecida";106
"350260 Aparecida d'Oeste";14
"350270 Apiaí";56
"350280 Araçatuba";412
"350290 Araçoiaba da Serra";325
"350310 Arandu";12
"350320 Araraquara";454
"350330 Araras";499
"350340 Arealva";29
"350380 Artur Nogueira";36
"350390 Arujá";98
"350400 Assis";278
"350410 Atibaia";192
"350420 Auriflama";40
"350450 Avaré";159
"350490 Bananal";15
"350520 Bariri";51
"350530 Barra Bonita";91
"350550 Barretos";503
"350570 Barueri";496
"350580 Bastos";35
"350590 Batatais";133
"350600 Bauru";1268
"350610 Bebedouro";153
"350630 Bernardino de Campos";23
"350635 Bertioga";59
"350640 Bilac";36
"350650 Birigui";146
"350670 Boa Esperança do Sul";11
"350680 Bocaina";35
"350700 Boituva";48
"350710 Bom Jesus dos Perdões";11
"350740 Borborema";26
"350750 Botucatu";714
"350760 Bragança Paulista";402
"350790 Brotas";41
"350810 Buritama";36
"350840 Cabreúva";16
"350850 Caçapava";176
"350860 Cachoeira Paulista";21
"350870 Caconde";62
"350880 Cafelândia";48
"350900 Caieiras";129
"350920 Cajamar";125
"350930 Cajobi";32
"350940 Cajuru";140
"350950 Campinas";2696
"350960 Campo Limpo Paulista";68
"350970 Campos do Jordão";201
"351000 Cândido Mota";30
"351020 Capão Bonito";50
"351030 Capela do Alto";59
"351040 Capivari";108
"351050 Caraguatatuba";257
"351060 Carapicuíba";270
"351070 Cardoso";31
"351080 Casa Branca";372
"351100 Castilho";31
"351110 Catanduva";600
"351130 Cedral";50
"351140 Cerqueira César";39
"351150 Cerquilho";48
"351160 Cesário Lange";22
"351170 Charqueada";33
"355720 Chavantes";50
"351190 Clementina";24
"351200 Colina";47
"351210 Colômbia";20
"351220 Conchal";52
"351230 Conchas";12
"351260 Coronel Macedo";6
"351280 Cosmópolis";71
"351300 Cotia";519
"351310 Cravinhos";15
"351340 Cruzeiro";143
"351350 Cubatão";133
"351360 Cunha";40
"351370 Descalvado";68
"351380 Diadema";642
"351390 Divinolândia";194
"351410 Dois Córregos";67
"351430 Dourado";10
"351440 Dracena";143
"351450 Duartina";87
"351480 Eldorado";2
"351490 Elias Fausto";6
"351500 Embu das Artes";244
"351510 Embu-Guaçu";17
"351518 Espírito Santo do Pinhal";453
"351520 Estrela d'Oeste";37
"351540 Fartura";20
"351550 Fernandópolis";135
"351570 Ferraz de Vasconcelos";209
"351600 Flórida Paulista";47
"351620 Franca";729
"351630 Francisco Morato";164
"351640 Franco da Rocha";661
"351660 Gália";45
"351670 Garça";280
"351690 General Salgado";28
"351700 Getulina";38
"351740 Guaíra";61
"351760 Guapiara";27
"351770 Guará";48
"351780 Guaraçaí";23
"351820 Guararapes";74
"351830 Guararema";35
"351840 Guaratinguetá";269
"351860 Guariba";71
"351870 Guarujá";435
"351880 Guarulhos";1995
"351900 Herculândia";58
"351907 Hortolândia";100
"351910 Iacanga";30
"351930 Ibaté";27
"351940 Ibirá";27
"351960 Ibitinga";103
"351970 Ibiúna";201
"351990 Iepê";18
"352010 Igarapava";47
"352020 Igaratá";8
"352030 Iguape";9
"352044 Ilha Solteira";110
"352040 Ilhabela";59
"352050 Indaiatuba";350
"352070 Indiaporã";36
"352090 Ipaussu";49
"352100 Iperó";15
"352130 Ipuã";39
"352140 Iracemápolis";3
"352170 Itaberá";19
"352180 Itaí";35
"352190 Itajobi";50
"352210 Itanhaém";141
"352220 Itapecerica da Serra";589
"352230 Itapetininga";152
"352240 Itapeva";134
"352250 Itapevi";334
"352260 Itapira";1093
"352270 Itápolis";65
"352280 Itaporanga";46
"352290 Itapuí";30
"352310 Itaquaquecetuba";247
"352320 Itararé";61
"352340 Itatiba";120
"352350 Itatinga";14
"352360 Itirapina";22
"352390 Itu";328
"352400 Itupeva";74
"352410 Ituverava";120
"352420 Jaborandi";17
"352430 Jaboticabal";212
"352440 Jacareí";377
"352450 Jaci";216
"352470 Jaguariúna";94
"352480 Jales";151
"352500 Jandira";25
"352520 Jarinu";29
"352530 Jaú";895
"352550 Joanópolis";11
"352570 José Bonifácio";53
"352590 Jundiaí";813
"352600 Junqueirópolis";52
"352620 Juquitiba";8
"352640 Laranjal Paulista";46
"352670 Leme";122
"352680 Lençóis Paulista";88
"352690 Limeira";384
"352710 Lins";444
"352720 Lorena";170
"352730 Louveira";36
"352740 Lucélia";32
"352770 Luiziânia";3
"352800 Macatuba";31
"352810 Macaubal";18
"352850 Mairiporã";77
"352880 Maracaí";26
"352900 Marília";867
"352920 Martinópolis";45
"352930 Matão";182
"352940 Mauá";432
"352970 Miguelópolis";89
"352980 Mineiros do Tietê";11
"353010 Mirandópolis";68
"353030 Mirassol";81
"353050 Mococa";125
"353060 Mogi das Cruzes";926
"353070 Mogi Guaçu";372
"353080 Mogi Mirim";196
"353110 Mongaguá";36
"353130 Monte Alto";109
"353140 Monte Aprazível";80
"353150 Monte Azul Paulista";70
"353180 Monte Mor";35
"353190 Morro Agudo";32
"353200 Morungaba";19
"353240 Nazaré Paulista";20
"353250 Neves Paulista";21
"353260 Nhandeara";129
"353290 Nova Europa";18
"353300 Nova Granada";62
"353340 Nova Odessa";67
"353350 Novo Horizonte";105
"353390 Olímpia";79
"353430 Orlândia";118
"353440 Osasco";926
"353460 Osvaldo Cruz";71
"353470 Ourinhos";204
"353475 Ouroeste";33
"353490 Pacaembu";37
"353520 Palmeira d'Oeste";20
"353530 Palmital";41
"353540 Panorama";31
"353550 Paraguaçu Paulista";97
"353580 Paranapanema";13
"353600 Parapuã";32
"353620 Pariquera-Açu";166
"353630 Patrocínio Paulista";35
"353650 Paulínia";97
"353660 Paulo de Faria";24
"353670 Pederneiras";42
"353700 Pedregulho";64
"353710 Pedreira";98
"353730 Penápolis";171
"353740 Pereira Barreto";52
"353760 Peruíbe";18
"353780 Piedade";79
"353790 Pilar do Sul";35
"353800 Pindamonhangaba";274
"353870 Piracicaba";680
"353880 Piraju";70
"353890 Pirajuí";285
"353900 Pirangi";41
"353930 Pirassununga";173
"353940 Piratininga";28
"353950 Pitangueiras";50
"353980 Poá";35
"354000 Pompéia";18
"354020 Pontal";54
"354040 Populina";18
"354060 Porto Feliz";60
"354070 Porto Ferreira";55
"354080 Potirendaba";31
"354100 Praia Grande";427
"354120 Presidente Bernardes";51
"354130 Presidente Epitácio";78
"354140 Presidente Prudente";1117
"354150 Presidente Venceslau";96
"354160 Promissão";37
"354190 Queluz";19
"354220 Rancharia";103
"354240 Regente Feijó";35
"354260 Registro";197
"354290 Ribeirão Bonito";24
"354300 Ribeirão Branco";34
"354330 Ribeirão Pires";188
"354340 Ribeirão Preto";2194
"354380 Rinópolis";23
"354390 Rio Claro";401
"354400 Rio das Pedras";36
"354420 Riolândia";36
"354425 Rosana";80
"354430 Roseira";54
"354490 Sales Oliveira";30
"354500 Salesópolis";19
"354520 Salto";145
"354530 Salto de Pirapora";53
"354540 Salto Grande";34
"354560 Santa Adélia";24
"354580 Santa Bárbara d'Oeste";165
"354630 Santa Cruz das Palmeiras";35
"354640 Santa Cruz do Rio Pardo";96
"354660 Santa Fé do Sul";80
"354680 Santa Isabel";101
"354690 Santa Lúcia";8
"354700 Santa Maria da Serra";6
"354750 Santa Rita do Passa Quatro";314
"354760 Santa Rosa de Viterbo";32
"354730 Santana de Parnaíba";41
"354770 Santo Anastácio";56
"354780 Santo André";1903
"354790 Santo Antônio da Alegria";19
"354850 Santos";1854
"354860 São Bento do Sapucaí";40
"354870 São Bernardo do Campo";1926
"354880 São Caetano do Sul";741
"354890 São Carlos";487
"354910 São João da Boa Vista";199
"354940 São Joaquim da Barra";115
"354970 São José do Rio Pardo";127
"354980 São José do Rio Preto";2099
"354990 São José dos Campos";1595
"355000 São Luís do Paraitinga";25
"355010 São Manuel";26
"355020 São Miguel Arcanjo";48
"355030 São Paulo";29025
"355040 São Pedro";62
"355060 São Roque";127
"355070 São Sebastião";137
"355080 São Sebastião da Grama";30
"355090 São Simão";40
"355100 São Vicente";248
"355160 Serra Negra";49
"355150 Serrana";125
"355170 Sertãozinho";136
"355200 Silveiras";2
"355210 Socorro";70
"355220 Sorocaba";1424
"355230 Sud Mennucci";22
"355240 Sumaré";197
"355250 Suzano";147
"355260 Tabapuã";30
"355270 Tabatinga";35
"355280 Taboão da Serra";537
"355300 Taguaí";29
"355320 Taiúva";4
"355330 Tambaú";42
"355340 Tanabi";72
"355360 Tapiratiba";14
"355370 Taquaritinga";124
"355380 Taquarituba";49
"355400 Tatuí";105
"355410 Taubaté";553
"355430 Teodoro Sampaio";58
"355440 Terra Roxa";34
"355450 Tietê";55
"355470 Torrinha";20
"355500 Tupã";346
"355510 Tupi Paulista";48
"355540 Ubatuba";130
"355580 Urânia";26
"355600 Urupês";34
"355620 Valinhos";142
"355630 Valparaíso";55
"355640 Vargem Grande do Sul";58
"355645 Vargem Grande Paulista";70
"355650 Várzea Paulista";35
"355660 Vera Cruz";72
"355670 Vinhedo";85
"355680 Viradouro";48
"355700 Votorantim";237
"355710 Votuporanga";205
"410010 Abatiá";22
"410020 Adrianópolis";3
"410045 Altamira do Paraná";19
"410060 Alto Paraná";20
"410050 Altônia";39
"410080 Alvorada do Sul";20
"410090 Amaporã";13
"410100 Ampére";34
"410110 Andirá";62
"410120 Antonina";31
"410130 Antônio Olinto";2
"410140 Apucarana";262
"410150 Arapongas";428
"410170 Araruna";56
"410180 Araucária";62
"410190 Assaí";49
"410200 Assis Chateaubriand";82
"410210 Astorga";90
"410220 Atalaia";10
"410240 Bandeirantes";150
"410250 Barbosa Ferraz";29
"410280 Bela Vista do Paraíso";23
"410290 Bituruna";43
"410300 Boa Esperança";10
"410305 Boa Vista da Aparecida";20
"410310 Bocaiúva do Sul";11
"410320 Bom Sucesso";29
"410330 Borrazópolis";26
"410360 Cambará";100
"410370 Cambé";100
"410390 Campina da Lagoa";50
"410400 Campina Grande do Sul";356
"410420 Campo Largo";1010
"410430 Campo Mourão";233
"410440 Cândido de Abreu";31
"410442 Candói";39
"410450 Capanema";38
"410460 Capitão Leônidas Marques";34
"410480 Cascavel";949
"410490 Castro";119
"410510 Centenário do Sul";25
"410520 Cerro Azul";26
"410530 Céu Azul";36
"410540 Chopinzinho";77
"410550 Cianorte";147
"410560 Cidade Gaúcha";16
"410570 Clevelândia";56
"410580 Colombo";119
"410590 Colorado";101
"410600 Congonhinhas";24
"410610 Conselheiro Mairinck";20
"410620 Contenda";16
"410630 Corbélia";85
"410640 Cornélio Procópio";216
"410650 Coronel Vivida";67
"410680 Cruz Machado";35
"410660 Cruzeiro do Oeste";32
"410670 Cruzeiro do Sul";11
"410690 Curitiba";5978
"410700 Curiúva";19
"410715 Diamante D'Oeste";15
"410710 Diamante do Norte";19
"410720 Dois Vizinhos";106
"410750 Engenheiro Beltrão";33
"410753 Entre Rios do Oeste";30
"410760 Faxinal";30
"410765 Fazenda Rio Grande";47
"410775 Figueira";31
"410790 Floresta";23
"410800 Florestópolis";22
"410820 Formosa do Oeste";38
"410830 Foz do Iguaçu";401
"410832 Francisco Alves";10
"410840 Francisco Beltrão";262
"410855 Godoy Moreira";10
"410860 Goioerê";105
"410870 Grandes Rios";26
"410880 Guaíra";69
"410890 Guairaçá";16
"410900 Guapirama";15
"410930 Guaraniaçu";88
"410940 Guarapuava";434
"410950 Guaraqueçaba";14
"410960 Guaratuba";50
"410970 Ibaiti";51
"410975 Ibema";33
"410980 Ibiporã";127
"411030 Inajá";11
"411040 Indianópolis";16
"411050 Ipiranga";18
"411060 Iporã";31
"411070 Irati";165
"411080 Iretama";31
"411095 Itaipulândia";25
"411100 Itambaracá";21
"411110 Itambé";16
"411125 Itaperuçu";37
"411130 Itaúna do Sul";17
"411140 Ivaí";18
"411150 Ivaiporã";253
"411160 Ivatuba";10
"411170 Jaboti";18
"411180 Jacarezinho";117
"411190 Jaguapitã";28
"411200 Jaguariaíva";79
"411210 Jandaia do Sul";351
"411230 Japira";3
"411240 Japurá";18
"411250 Jardim Alegre";23
"411270 Jataizinho";19
"411275 Jesuítas";34
"411280 Joaquim Távora";31
"411290 Jundiaí do Sul";14
"411300 Jussara";19
"411310 Kaloré";23
"411320 Lapa";147
"411330 Laranjeiras do Sul";115
"411345 Lindoeste";20
"411350 Loanda";119
"411370 Londrina";1953
"411375 Lunardelli";29
"411380 Lupionópolis";16
"411390 Mallet";39
"411400 Mamborê";10
"411410 Mandaguaçu";32
"411420 Mandaguari";109
"411430 Mandirituba";48
"411440 Mangueirinha";57
"411450 Manoel Ribas";24
"411460 Marechal Cândido Rondon";152
"411500 Marilena";23
"411520 Maringá";1748
"411535 Maripá";2
"411540 Marmeleiro";12
"411550 Marumbi";21
"411560 Matelândia";48
"411570 Matinhos";12
"411580 Medianeira";162
"411600 Miraselva";10
"411605 Missal";41
"411620 Morretes";18
"411670 Nova Aurora";49
"411680 Nova Cantu";22
"411690 Nova Esperança";29
"411695 Nova Esperança do Sudoeste";12
"411700 Nova Fátima";16
"411710 Nova Londrina";33
"411720 Nova Olímpia";16
"411722 Nova Santa Rosa";11
"411727 Nova Tebas";48
"411730 Ortigueira";30
"411750 Paiçandu";26
"411760 Palmas";91
"411770 Palmeira";46
"411790 Palotina";54
"411800 Paraíso do Norte";44
"411820 Paranaguá";169
"411830 Paranapoema";15
"411840 Paranavaí";167
"411845 Pato Bragado";17
"411850 Pato Branco";267
"411870 Paulo Frontin";12
"411890 Pérola";19
"411910 Piên";50
"411915 Pinhais";287
"411920 Pinhalão";27
"411930 Pinhão";91
"411940 Piraí do Sul";20
"411950 Piraquara";658
"411960 Pitanga";97
"411970 Planaltina do Paraná";15
"411980 Planalto";42
"411990 Ponta Grossa";649
"412000 Porecatu";31
"412020 Porto Rico";10
"412033 Prado Ferreira";20
"412035 Pranchita";48
"412060 Prudentópolis";127
"412070 Quatiguá";28
"412090 Quedas do Iguaçu";33
"412100 Querência do Norte";26
"412120 Quitandinha";25
"412130 Rancho Alegre";16
"412150 Rebouças";56
"412180 Ribeirão Claro";54
"412190 Ribeirão do Pinhal";49
"412200 Rio Azul";55
"412220 Rio Branco do Sul";30
"412230 Rio Negro";30
"412240 Rolândia";213
"412250 Roncador";31
"412260 Rondon";31
"412265 Rosário do Ivaí";25
"412290 Salto do Itararé";20
"412310 Santa Amélia";15
"412350 Santa Helena";53
"412370 Santa Isabel do Ivaí";27
"412380 Santa Izabel do Oeste";32
"412385 Santa Maria do Oeste";41
"412390 Santa Mariana";36
"412400 Santana do Itararé";20
"412410 Santo Antônio da Platina";155
"412420 Santo Antônio do Caiuá";10
"412430 Santo Antônio do Paraíso";10
"412440 Santo Antônio do Sudoeste";28
"412460 São Carlos do Ivaí";16
"412470 São Jerônimo da Serra";20
"412490 São João do Caiuá";17
"412500 São João do Ivaí";20
"412510 São João do Triunfo";25
"412520 São Jorge d'Oeste";29
"412535 São Jorge do Patrocínio";22
"412540 São José da Boa Vista";18
"412545 São José das Palmeiras";22
"412550 São José dos Pinhais";169
"412560 São Mateus do Sul";50
"412570 São Miguel do Iguaçu";108
"412580 São Pedro do Ivaí";25
"412600 São Sebastião da Amoreira";25
"412620 Sapopema";31
"412625 Sarandi";153
"412640 Sertaneja";23
"412650 Sertanópolis";16
"412660 Siqueira Campos";54
"412667 Tamarana";16
"412670 Tamboara";9
"412700 Teixeira Soares";17
"412710 Telêmaco Borba";194
"412720 Terra Boa";61
"412730 Terra Rica";29
"412740 Terra Roxa";21
"412750 Tibagi";30
"412760 Tijucas do Sul";16
"412770 Toledo";321
"412780 Tomazina";66
"412785 Três Barras do Paraná";34
"412788 Tunas do Paraná";6
"412790 Tuneiras do Oeste";22
"412795 Tupãssi";23
"412796 Turvo";53
"412800 Ubiratã";106
"412810 Umuarama";687
"412820 União da Vitória";250
"412840 Uraí";48
"412855 Vera Cruz do Oeste";27
"412860 Verê";20
"412850 Wenceslau Braz";33
"420010 Abelardo Luz";42
"420020 Agrolândia";36
"420040 Água Doce";31
"420070 Alfredo Wagner";24
"420090 Angelina";75
"420100 Anita Garibaldi";38
"420110 Anitápolis";43
"420127 Arabutã";21
"420140 Araranguá";117
"420150 Armazém";43
"420160 Arroio Trinta";21
"420190 Aurora";14
"420200 Balneário Camboriú";281
"420220 Benedito Novo";2
"420230 Biguaçu";83
"420240 Blumenau";696
"420250 Bom Jardim da Serra";14
"420260 Bom Retiro";50
"420245 Bombinhas";4
"420280 Braço do Norte";68
"420290 Brusque";270
"420300 Caçador";100
"420310 Caibi";27
"420320 Camboriú";157
"420330 Campo Alegre";32
"420340 Campo Belo do Sul";32
"420350 Campo Erê";50
"420360 Campos Novos";76
"420370 Canelinha";18
"420380 Canoinhas";50
"420390 Capinzal";63
"420400 Catanduvas";33
"420410 Caxambu do Sul";27
"420420 Chapecó";409
"420430 Concórdia";168
"420440 Coronel Freitas";30
"420455 Correia Pinto";33
"420460 Criciúma";555
"420470 Cunha Porã";48
"420480 Curitibanos";136
"420490 Descanso";60
"420500 Dionísio Cerqueira";42
"420530 Faxinal dos Guedes";34
"420540 Florianópolis";1586
"420550 Fraiburgo";51
"420580 Garuva";20
"420590 Gaspar";100
"420640 Guaraciaba";29
"420650 Guaramirim";50
"420660 Guarujá do Sul";19
"420680 Ibicaré";30
"420690 Ibirama";71
"420700 Içara";91
"420720 Imaruí";6
"420730 Imbituba";60
"420740 Imbuia";11
"420750 Indaial";95
"420760 Ipira";27
"420765 Iporã do Oeste";35
"420770 Ipumirim";12
"420780 Irani";29
"420790 Irineópolis";19
"420800 Itá";39
"420810 Itaiópolis";21
"420820 Itajaí";422
"420830 Itapema";52
"420840 Itapiranga";47
"420845 Itapoá";1
"420850 Ituporanga";55
"420870 Jacinto Machado";45
"420880 Jaguaruna";49
"420890 Jaraguá do Sul";318
"420900 Joaçaba";194
"420910 Joinville";1148
"420915 José Boiteux";1
"420930 Lages";380
"420940 Laguna";102
"420960 Lauro Muller";39
"420970 Lebon Régis";41
"420985 Lindóia do Sul";75
"421000 Luiz Alves";39
"421003 Luzerna";91
"421010 Mafra";125
"421030 Major Vieira";37
"421050 Maravilha";81
"421060 Massaranduba";21
"421080 Meleiro";50
"421090 Modelo";31
"421100 Mondaí";64
"421105 Monte Carlo";16
"421110 Monte Castelo";22
"421120 Morro da Fumaça";135
"421130 Navegantes";39
"421140 Nova Erechim";33
"421150 Nova Trento";55
"421160 Nova Veneza";49
"421170 Orleans";55
"421175 Otacílio Costa";50
"421190 Palhoça";42
"421200 Palma Sola";36
"421210 Palmitos";73
"421220 Papanduva";37
"421250 Penha";74
"421260 Peritiba";32
"421270 Petrolândia";16
"421290 Pinhalzinho";42
"421320 Pomerode";50
"421330 Ponte Alta";38
"421340 Ponte Serrada";77
"421360 Porto União";99
"421370 Pouso Redondo";41
"421380 Praia Grande";50
"421400 Presidente Getúlio";44
"421420 Quilombo";50
"421450 Rio do Campo";31
"421480 Rio do Sul";258
"421470 Rio dos Cedros";49
"421490 Rio Fortuna";32
"421500 Rio Negrinho";85
"421530 Salete";31
"421540 Salto Veloso";15
"421550 Santa Cecília";140
"421570 Santo Amaro da Imperatriz";59
"421580 São Bento do Sul";96
"421590 São Bonifácio";29
"421600 São Carlos";70
"421620 São Francisco do Sul";37
"421630 São João Batista";32
"421625 São João do Oeste";32
"421650 São Joaquim";129
"421660 São José";869
"421670 São José do Cedro";23
"421690 São Lourenço do Oeste";56
"421710 São Martinho";16
"421720 São Miguel do Oeste";119
"421725 São Pedro de Alcântara";105
"421730 Saudades";33
"421750 Seara";52
"421770 Sombrio";106
"421780 Taió";36
"421790 Tangará";54
"421800 Tijucas";60
"421810 Timbé do Sul";28
"421820 Timbó";75
"421830 Três Barras";56
"421840 Treze de Maio";41
"421860 Trombudo Central";68
"421870 Tubarão";463
"421875 Tunápolis";48
"421880 Turvo";60
"421890 Urubici";48
"421900 Urussanga";90
"421910 Vargeão";24
"421920 Vidal Ramos";21
"421930 Videira";135
"421935 Vitor Meireles";17
"421940 Witmarsum";21
"421950 Xanxerê";151
"421960 Xavantina";23
"421970 Xaxim";34
"430003 Aceguá";42
"430010 Agudo";51
"430020 Ajuricaba";50
"430030 Alecrim";50
"430040 Alegrete";172
"430050 Alpestre";23
"430060 Alvorada";90
"430064 Ametista do Sul";28
"430070 Anta Gorda";38
"430080 Antônio Prado";51
"430090 Aratiba";36
"430100 Arroio do Meio";89
"430120 Arroio do Tigre";76
"430130 Arroio Grande";48
"430140 Arvorezinha";60
"430150 Augusto Pestana";55
"430160 Bagé";268
"430190 Barra do Ribeiro";41
"430210 Bento Gonçalves";278
"430220 Boa Vista do Buricá";40
"430230 Bom Jesus";32
"430235 Bom Princípio";43
"430240 Bom Retiro do Sul";50
"430245 Boqueirão do Leão";39
"430270 Butiá";38
"430280 Caçapava do Sul";79
"430290 Cacequi";36
"430300 Cachoeira do Sul";234
"430310 Cachoeirinha";133
"430330 Caibaté";40
"430340 Caiçara";41
"430350 Camaquã";141
"430360 Cambará do Sul";32
"430370 Campina das Missões";55
"430380 Campinas do Sul";49
"430390 Campo Bom";89
"430400 Campo Novo";35
"430420 Candelária";104
"430430 Cândido Godói";39
"430440 Canela";44
"430450 Canguçu";104
"430460 Canoas";957
"430463 Capão da Canoa";91
"430470 Carazinho";140
"430480 Carlos Barbosa";79
"430490 Casca";33
"430510 Caxias do Sul";1340
"430520 Cerro Largo";53
"430530 Chapada";49
"430535 Charqueadas";60
"430540 Chiapetta";30
"430570 Condor";17
"430580 Constantina";23
"430590 Coronel Bicaco";30
"430600 Crissiumal";57
"430610 Cruz Alta";210
"430620 Cruzeiro do Sul";35
"430630 David Canabarro";32
"430640 Dois Irmãos";66
"430645 Dois Lajeados";50
"430650 Dom Feliciano";25
"430660 Dom Pedrito";117
"430680 Encantado";117
"430690 Encruzilhada do Sul";50
"430700 Erechim";268
"430750 Espumoso";60
"430755 Estação";42
"430760 Estância Velha";52
"430770 Esteio";145
"430780 Estrela";120
"430790 Farroupilha";110
"430800 Faxinal do Soturno";58
"430810 Feliz";51
"430820 Flores da Cunha";52
"430840 Formigueiro";27
"430845 Fortaleza dos Valos";24
"430850 Frederico Westphalen";101
"430860 Garibaldi";70
"430870 Gaurama";31
"430890 Getúlio Vargas";85
"430900 Giruá";50
"430910 Gramado";103
"430920 Gravataí";199
"430925 Guabiju";4
"430930 Guaíba";26
"430940 Guaporé";73
"430950 Guarani das Missões";45
"430710 Herval";34
"430960 Horizontina";58
"430970 Humaitá";32
"431000 Ibirubá";41
"431010 Igrejinha";95
"431020 Ijuí";383
"431030 Ilópolis";40
"431050 Iraí";70
"431053 Itaara";20
"431060 Itaqui";79
"431070 Itatiba do Sul";10
"431075 Ivorá";24
"431080 Ivoti";54
"431085 Jaboticaba";50
"431100 Jaguarão";74
"431110 Jaguari";51
"431112 Jaquirana";10
"431115 Jóia";3
"431120 Júlio de Castilhos";67
"431130 Lagoa Vermelha";71
"431140 Lajeado";151
"431150 Lavras do Sul";32
"431180 Marau";104
"431190 Marcelino Ramos";52
"431205 Marques de Souza";40
"431210 Mata";28
"431220 Maximiliano de Almeida";39
"431240 Montenegro";216
"431250 Mostardas";29
"431260 Muçum";31
"431265 Não-Me-Toque";76
"431270 Nonoai";81
"431290 Nova Bassano";54
"431300 Nova Bréscia";37
"431310 Nova Palma";52
"431320 Nova Petrópolis";38
"431330 Nova Prata";71
"431340 Novo Hamburgo";445
"431350 Osório";89
"431360 Paim Filho";49
"431365 Palmares do Sul";39
"431370 Palmeira das Missões";107
"431380 Palmitinho";68
"431390 Panambi";70
"431400 Paraí";39
"431402 Paraíso do Sul";32
"431405 Parobé";87
"431410 Passo Fundo";1098
"431420 Pedro Osório";50
"431430 Pejuçara";16
"431440 Pelotas";1155
"431447 Pinhal Grande";30
"431450 Pinheiro Machado";51
"431460 Piratini";105
"431470 Planalto";50
"431480 Portão";52
"431490 Porto Alegre";6829
"431500 Porto Lucena";50
"431510 Porto Xavier";50
"431515 Progresso";49
"431520 Putinga";30
"431530 Quaraí";62
"431535 Quinze de Novembro";19
"431550 Restinga Seca";51
"431560 Rio Grande";623
"431570 Rio Pardo";97
"431575 Riozinho";33
